method,skill,run,Trial_1_Model,Trial_2_Model,Trial_3_Model,Trial_4_Model,Trial_5_Model,Trial_1_SVM,Trial_2_SVM,Trial_3_SVM,Trial_4_SVM,Trial_5_SVM,Acc_Full,Acc_Fea
CNN,Needle,1,0.83809525,0.8704663,0.79953915,0.6219239,0.85250735,0.4888889,0.81088084,0.6451613,0.40715882,0.5722714,0.7965064,0.58487225
CNN,Suture,1,0.8976215,0.8648649,0.7754491,0.7138158,0.7480769,0.8914167,0.8050193,0.505988,0.3930921,0.35576922,0.7999656,0.5902571
CNN,Knot,2,0.7883212,0.7237354,0.82,0.91612905,0.77272725,0.7481752,0.49027237,0.63,0.92258066,0.5151515,0.8041826,0.6612359
CNN,Needle,2,0.9142857,0.82901555,0.79953915,0.6017897,0.81120944,0.4984127,0.7046632,0.65207374,0.38926175,0.5339233,0.7911679,0.5556669
CNN,Suture,2,0.86349535,0.8416988,0.6661677,0.7121711,0.7480769,0.7817994,0.85328186,0.46107784,0.30098686,0.30192307,0.76632196,0.5398138
CNN,Knot,3,0.8430657,0.5486381,0.80333334,0.91612905,0.7310606,0.73722625,0.46692607,0.62,0.91290325,0.6628788,0.7684454,0.6799869
CNN,Needle,3,0.7714286,0.7927461,0.79953915,0.5749441,0.7492625,0.51746035,0.7668394,0.65898615,0.40268457,0.5457227,0.7375841,0.5783386
CNN,Suture,3,0.795243,0.8474904,0.76497006,0.7138158,0.6442308,0.6287487,0.8648649,0.61676645,0.25164473,0.44423077,0.75315,0.5612511
CNN,Knot,4,0.8029197,0.7237354,0.77666664,0.92258066,0.7310606,0.68613136,0.45525292,0.49333334,0.87741935,0.4431818,0.7913926,0.59106374
CNN,Needle,4,0.75555557,0.76943004,0.79953915,0.6017897,0.7492625,0.51111114,0.59067357,0.5921659,0.37136465,0.5722714,0.7351154,0.5275173
CNN,Suture,4,0.8624612,0.8822394,0.7754491,0.7138158,0.67115384,0.76111686,0.8648649,0.46706587,0.22861843,0.32115385,0.78102386,0.528564
CNN,Knot,5,0.8759124,0.540856,0.7633333,0.89354837,0.7386364,0.78467155,0.48249027,0.56,0.91290325,0.5984849,0.7624573,0.66770995
CNN,Needle,5,0.75555557,0.78238344,0.79953915,0.6017897,0.7581121,0.47619048,0.61917096,0.79953915,0.3803132,0.54867256,0.73947597,0.56477726
CNN,Suture,5,0.8273009,0.8069498,0.74550897,0.7138158,0.59807694,0.83247155,0.8706564,0.5329341,0.23684211,0.3576923,0.7383305,0.5661193
CNN+LSTM,Knot,1,0.8430657,0.7237354,0.74333334,0.92580646,0.7651515,0.770073,0.46692607,0.75666666,0.93225807,0.7462121,0.80021846,0.73442715
CNN+LSTM,Needle,1,0.93650794,0.8626943,0.79953915,0.74049217,0.820059,0.7809524,0.7098446,0.48847926,0.7069351,0.81710917,0.8318585,0.7006641
CNN+LSTM,Suture,1,0.87176836,0.83976835,0.70359284,0.8684211,0.7480769,0.7580145,0.8243243,0.68113774,0.78453946,0.42307693,0.8063255,0.6942186
CNN+LSTM,Knot,2,0.8321168,0.5642023,0.75,0.88387096,0.70454544,0.8759124,0.57587546,0.52,0.8967742,0.60227275,0.7469471,0.69416696
CNN+LSTM,Needle,2,0.82222223,0.8212435,0.81797236,0.6219239,0.87315637,0.53015876,0.7927461,0.6797235,0.6331096,0.6076696,0.7913037,0.6486815
CNN+LSTM,Suture,2,0.8355739,0.8474904,0.7754491,0.75986844,0.7096154,0.8645295,0.7297297,0.5494012,0.5230263,0.2826923,0.7855994,0.5898758
CNN+LSTM,Knot,3,0.89416057,0.7315175,0.74333334,0.86129034,0.7878788,0.82846713,0.33463034,0.39,0.86774194,0.81439394,0.80363613,0.6470467
CNN+LSTM,Needle,3,0.8095238,0.9248705,0.79953915,0.6017897,0.8318584,0.5587302,0.9222798,0.797235,0.51230425,0.61946905,0.79351634,0.6820037
CNN+LSTM,Suture,3,0.8624612,0.86679536,0.7754491,0.7138158,0.7480769,0.87590486,0.86293435,0.6032934,0.6200658,0.3596154,0.7933197,0.6643628
CNN+LSTM,Knot,4,0.84671533,0.7237354,0.74333334,0.88709676,0.77272725,0.689781,0.52140075,0.47333333,0.89354837,0.67424244,0.7947216,0.6504612
CNN+LSTM,Needle,4,0.83174604,0.9067358,0.79953915,0.60402685,0.8495575,0.4984127,0.7642487,0.60368663,0.38255033,0.7905605,0.79832107,0.6078918
CNN+LSTM,Suture,4,0.8645295,0.8050193,0.7754491,0.7138158,0.75,0.8645295,0.8146718,0.6407186,0.28782895,0.35384616,0.7817627,0.592319
CNN+LSTM,Knot,5,0.8540146,0.7237354,0.76666665,0.89032257,0.7310606,0.81751823,0.53696495,0.5833333,0.8032258,0.4848485,0.79315996,0.6451782
CNN+LSTM,Needle,5,0.75555557,0.8549223,0.79953915,0.606264,0.8436578,0.47936508,0.6735751,0.79953915,0.53691274,0.7640118,0.77198774,0.6506808
CNN+LSTM,Suture,5,0.8148914,0.8378378,0.7754491,0.7138158,0.75,0.8707342,0.7046332,0.6272455,0.5559211,0.6653846,0.7783988,0.6847837
LSTM,Knot,1,0.6970803,0.7237354,0.87666667,0.8,0.8219697,0.77372265,0.7159533,0.88,0.8,0.85227275,0.7838904,0.8043897
LSTM,Needle,1,0.24444444,0.7331606,0.5437788,0.61744964,0.5339233,0.24444444,0.26683939,0.5437788,0.58836687,0.5339233,0.5345514,0.43547055
LSTM,Suture,1,0.795243,0.6930502,0.7694611,0.7138158,0.7519231,0.753878,0.6930502,0.75748503,0.7138158,0.7519231,0.74469864,0.7340304
LSTM,Knot,2,0.6970803,0.7237354,0.7733333,0.78064513,0.7310606,0.6970803,0.6848249,0.77,0.78064513,0.7310606,0.74117094,0.73272216
LSTM,Needle,2,0.24444444,0.7331606,0.5852535,0.606264,0.5339233,0.24444444,0.26683939,0.5829493,0.606264,0.5339233,0.5406092,0.4468841
LSTM,Suture,2,0.79627717,0.6930502,0.7754491,0.7138158,0.7480769,0.79627717,0.6930502,0.7754491,0.7138158,0.7480769,0.74533385,0.74533385
LSTM,Knot,3,0.6970803,0.7470817,0.76666665,0.90645164,0.8636364,0.6788321,0.74319065,0.7733333,0.91935486,0.8484849,0.79618335,0.79263914
LSTM,Needle,3,0.24444444,0.7357513,0.5322581,0.7002237,0.5339233,0.24444444,0.26683939,0.5322581,0.6935123,0.5339233,0.54932016,0.4541955
LSTM,Suture,3,0.795243,0.6930502,0.7769461,0.7138158,0.7480769,0.795243,0.6930502,0.6691617,0.7138158,0.7480769,0.7454264,0.7238695
LSTM,Knot,4,0.6970803,0.7237354,0.76,0.78064513,0.7310606,0.6970803,0.75097275,0.76,0.78064513,0.70454544,0.7385043,0.7386487
LSTM,Needle,4,0.24444444,0.61917096,0.5322581,0.5749441,0.58702064,0.22222222,0.26683939,0.5322581,0.65995526,0.5427729,0.51156765,0.44480956
LSTM,Suture,4,0.795243,0.6930502,0.7754491,0.7138158,0.7480769,0.795243,0.6930502,0.73802394,0.7138158,0.7480769,0.745127,0.737642
LSTM,Knot,5,0.6970803,0.73540854,0.74333334,0.78064513,0.7310606,0.6970803,0.7392996,0.74333334,0.7612903,0.7348485,0.7375056,0.7351704
LSTM,Needle,5,0.24444444,0.7331606,0.5322581,0.61744964,0.56342185,0.24444444,0.26683939,0.38940093,0.6129754,0.5339233,0.5381469,0.4095167
LSTM,Suture,5,0.795243,0.6930502,0.7754491,0.7138158,0.7480769,0.795243,0.6930502,0.7754491,0.7138158,0.7480769,0.745127,0.745127
convAuto,Knot,1,0.0,0.0,0.0,0.0,0.0,0.6386861,0.47470817,0.84,0.61935484,0.45075756,0.0,0.60470134
convAuto,Needle,1,0.0,0.0,0.0,0.0,0.0,0.7015873,0.7487047,0.797235,0.6353468,0.5014749,0.0,0.67686975
convAuto,Suture,1,0.0,0.0,0.0,0.0,0.0,0.5067218,0.8474904,0.73502994,0.5888158,0.47115386,0.0,0.62984234
convAuto,Knot,2,0.0,0.0,0.0,0.0,0.0,0.89416057,0.8249027,0.53,0.90967745,0.5189394,0.0,0.73553604
convAuto,Needle,2,0.0,0.0,0.0,0.0,0.0,0.7619048,0.5492228,0.52764976,0.7158837,0.41297936,0.0,0.5935281
convAuto,Suture,2,0.0,0.0,0.0,0.0,0.0,0.6235781,0.6061776,0.5763473,0.8618421,0.64807695,0.0,0.66320443
convAuto,Knot,3,0.0,0.0,0.0,0.0,0.0,0.68613136,0.6342412,0.65,0.90645164,0.6628788,0.0,0.7079406
convAuto,Needle,3,0.0,0.0,0.0,0.0,0.0,0.6730159,0.738342,0.67281103,0.44295302,0.60471976,0.0,0.62636834
convAuto,Suture,3,0.0,0.0,0.0,0.0,0.0,0.77973115,0.76833975,0.7185629,0.75,0.72307694,0.0,0.74794215
convAuto,Knot,4,0.0,0.0,0.0,0.0,0.0,0.5182482,0.8715953,0.62,0.683871,0.5871212,0.0,0.65616715
convAuto,Needle,4,0.0,0.0,0.0,0.0,0.0,0.53650796,0.753886,0.60599077,0.6420582,0.5840708,0.0,0.6245027
convAuto,Suture,4,0.0,0.0,0.0,0.0,0.0,0.7683557,0.5945946,0.7215569,0.84539473,0.61923075,0.0,0.7098265
convAuto,Knot,5,0.0,0.0,0.0,0.0,0.0,0.7189781,0.69649804,0.71,0.87741935,0.70075756,0.0,0.74073064
convAuto,Needle,5,0.0,0.0,0.0,0.0,0.0,0.6571429,0.83937824,0.5391705,0.73378074,0.5162242,0.0,0.6571393
convAuto,Suture,5,0.0,0.0,0.0,0.0,0.0,0.89555323,0.64478767,0.6691617,0.65296054,0.63461536,0.0,0.6994157
DFT,Knot,3,0.0,0.0,0.0,0.0,0.0,0.78467155,0.78210115,0.77,0.7258065,0.6287879,0.0,0.7382734
DFT,Needle,3,0.0,0.0,0.0,0.0,0.0,0.3809524,0.54404145,0.4654378,0.46308726,0.56342185,0.0,0.48338813
DFT,Suture,3,0.0,0.0,0.0,0.0,0.0,0.5015512,0.64285713,0.68113774,0.6019737,0.29615384,0.0,0.5447347
DCT,Knot,3,0.0,0.0,0.0,0.0,0.0,0.84671533,0.76653695,0.72333336,0.8096774,0.78409094,0.0,0.78607076
DCT,Needle,3,0.0,0.0,0.0,0.0,0.0,0.44126984,0.5466321,0.5645161,0.36017898,0.5162242,0.0,0.48576427
DCT,Suture,3,0.0,0.0,0.0,0.0,0.0,0.56980354,0.6389961,0.6766467,0.74013156,0.28653845,0.0,0.58242327
DCT,Knot,4,0.0,0.0,0.0,0.0,0.0,0.84671533,0.76653695,0.72333336,0.8096774,0.78409094,0.0,0.78607076
DCT,Needle,4,0.0,0.0,0.0,0.0,0.0,0.44126984,0.5466321,0.5645161,0.36017898,0.5162242,0.0,0.48576427
DCT,Suture,4,0.0,0.0,0.0,0.0,0.0,0.56980354,0.6389961,0.6766467,0.74013156,0.28653845,0.0,0.58242327
