method,skill,run,Trial_1_Model,Trial_2_Model,Trial_3_Model,Trial_4_Model,Trial_5_Model,Trial_1_SVM,Trial_2_SVM,Trial_3_SVM,Trial_4_SVM,Trial_5_SVM,Acc_Full,Acc_Fea
ResNet,Suture,4,0.8243655,0.8499062,0.6618076,0.6645367,0.74535316,0.8720812,0.836773,0.62390673,0.5766773,0.57992566,0.74919385,0.69787276
ResNet,Knot,5,0.76816607,0.7169118,0.8207547,0.9046154,0.827957,0.6920415,0.4117647,0.572327,0.8769231,0.6810036,0.80768096,0.64681196
ResNet,Needle,5,0.8796296,0.8592965,0.79820627,0.5930736,0.8917379,0.8888889,0.8768844,0.6748879,0.5021645,0.55270654,0.80438876,0.69910645
ResNet,Suture,5,0.871066,0.7879925,0.77259475,0.7204473,0.69330853,0.7573604,0.77298313,0.5233236,0.36741215,0.3977695,0.76908183,0.56376976
CNN,Knot,1,0.816609,0.5183824,0.8144654,0.92615384,0.65232974,0.71972317,0.4522059,0.7421384,0.92,0.5555556,0.74558806,0.6779246
CNN,Needle,1,0.8580247,0.8316583,0.79820627,0.5930736,0.7606838,0.8271605,0.5201005,0.60313904,0.45454547,0.5840456,0.7683293,0.5977982
CNN,Suture,1,0.83045685,0.8705441,0.66472304,0.81629395,0.67657995,0.6781726,0.8667917,0.54373175,0.64696485,0.43680298,0.7717196,0.6344928
CNN,Knot,2,0.79238755,0.7169118,0.8050314,0.92,0.562724,0.7301038,0.44485295,0.8081761,0.9230769,0.390681,0.759411,0.6593782
CNN,Needle,2,0.84876543,0.89447236,0.79820627,0.6017316,0.8233618,0.54012346,0.8442211,0.6457399,0.37229437,0.6011396,0.7933075,0.6007037
CNN,Suture,2,0.8791878,0.8499062,0.77259475,0.71246004,0.68773234,0.87614214,0.8424015,0.64285713,0.3370607,0.36245352,0.78037626,0.612183
CNN,Knot,3,0.8131488,0.5441176,0.8144654,0.91384614,0.65591395,0.75086504,0.43382353,0.672956,0.8830769,0.6272401,0.7482984,0.6735923
CNN,Needle,3,0.84876543,0.8618091,0.79820627,0.6082251,0.86609685,0.8055556,0.81407034,0.6502242,0.5281385,0.5470086,0.79662055,0.66899943
CNN,Suture,3,0.8467005,0.8517824,0.77259475,0.71246004,0.74535316,0.68426394,0.80675423,0.5335277,0.44089457,0.37174723,0.78577816,0.5674375
CNN,Knot,4,0.7785467,0.60294116,0.7515723,0.91384614,0.67741936,0.733564,0.49632353,0.6100629,0.91384614,0.6594982,0.7448651,0.682659
CNN,Needle,4,0.8333333,0.78643215,0.79820627,0.62770563,0.8603989,0.47839507,0.6482412,0.6188341,0.4134199,0.55840456,0.78121525,0.54345894
CNN,Suture,4,0.83350253,0.81988746,0.7740525,0.71246004,0.74535316,0.6944162,0.8180113,0.50291544,0.42172524,0.44423792,0.77705115,0.5762612
CNN,Knot,5,0.84083045,0.7169118,0.8050314,0.8861538,0.7419355,0.7785467,0.3897059,0.7641509,0.7784615,0.53046596,0.7981726,0.6482662
CNN,Needle,5,0.83641976,0.7788945,0.79820627,0.6017316,0.78347576,0.52469134,0.7964824,0.5515695,0.42207792,0.5669516,0.7597456,0.57235456
CNN,Suture,5,0.80609137,0.87242025,0.77259475,0.71246004,0.64869887,0.5918782,0.7748593,0.5626822,0.5351438,0.39219332,0.7624531,0.57135135
CNN+LSTM,Knot,1,0.816609,0.60294116,0.7987421,0.9230769,0.72401434,0.6574395,0.41911766,0.6226415,0.82769233,0.48387095,0.7730767,0.60215235
CNN+LSTM,Needle,1,0.75308645,0.8241206,0.79820627,0.6017316,0.8319088,0.5617284,0.77135676,0.79820627,0.5930736,0.52991456,0.7618107,0.6508559
CNN+LSTM,Suture,1,0.86903554,0.8180113,0.787172,0.71246004,0.74535316,0.8274112,0.83864915,0.7419825,0.6357827,0.27695167,0.7864064,0.6641554
CNN+LSTM,Knot,2,0.8442907,0.5808824,0.7389937,0.92,0.65591395,0.7543253,0.4779412,0.6006289,0.92,0.64157706,0.7480161,0.67889446
CNN+LSTM,Needle,2,0.75308645,0.7763819,0.79820627,0.6060606,0.8062678,0.38271606,0.72864324,0.79820627,0.34632036,0.73504275,0.7480006,0.5981857
CNN+LSTM,Suture,2,0.893401,0.8292683,0.77259475,0.71246004,0.74535316,0.7746193,0.73921204,0.61078715,0.55910546,0.366171,0.79061544,0.609979
CNN+LSTM,Knot,3,0.70934254,0.7169118,0.754717,0.8984615,0.7383512,0.70934254,0.34191176,0.7515723,0.8646154,0.6666667,0.76355684,0.6668217
CNN+LSTM,Needle,3,0.8148148,0.8241206,0.79820627,0.64285713,0.8176638,0.5617284,0.60552764,0.6704036,0.504329,0.8148148,0.77953255,0.6313607
CNN+LSTM,Suture,3,0.8385787,0.8330206,0.77259475,0.78913736,0.79182154,0.85482234,0.77861166,0.48542273,0.4536741,0.302974,0.8050306,0.57510096
CNN+LSTM,Knot,4,0.8062284,0.77205884,0.7389937,0.9230769,0.7311828,0.7058824,0.5183824,0.7044025,0.8523077,0.53763443,0.7943081,0.66372186
CNN+LSTM,Needle,4,0.86728394,0.7336683,0.79820627,0.6147186,0.84900284,0.50617284,0.67336684,0.55829597,0.5584416,0.74643874,0.77257603,0.6085432
CNN+LSTM,Suture,4,0.7928934,0.8592871,0.6632653,0.7140575,0.74535316,0.70558375,0.8499062,0.5058309,0.4169329,0.46282527,0.75497127,0.5882158
CNN+LSTM,Knot,5,0.816609,0.7169118,0.7421384,0.8830769,0.72401434,0.71280277,0.40808824,0.3018868,0.81846154,0.72759855,0.77655005,0.5937676
CNN+LSTM,Needle,5,0.66049385,0.8743719,0.79820627,0.63852817,0.8262108,0.3611111,0.7839196,0.49775785,0.6731602,0.65242165,0.7595622,0.59367406
CNN+LSTM,Suture,5,0.8395939,0.8592871,0.77259475,0.71246004,0.598513,0.64060915,0.8273921,0.6355685,0.36102235,0.401487,0.75648975,0.57321584
LSTM,Knot,1,0.6920415,0.7242647,0.7389937,0.7723077,0.72401434,0.6920415,0.7242647,0.7578616,0.7723077,0.47311828,0.7303244,0.6839188
LSTM,Needle,1,0.24691358,0.7336683,0.53139013,0.6082251,0.5954416,0.24691358,0.26633167,0.53139013,0.6060606,0.5470086,0.5431278,0.4395409
LSTM,Suture,1,0.7928934,0.69043154,0.77259475,0.71246004,0.74535316,0.7928934,0.69043154,0.77259475,0.71246004,0.74535316,0.7427466,0.7427466
LSTM,Knot,2,0.8131488,0.7169118,0.7389937,0.7723077,0.72401434,0.8131488,0.23529412,0.7389937,0.7723077,0.69175625,0.75307524,0.65030015
LSTM,Needle,2,0.34567901,0.7336683,0.53139013,0.6060606,0.53276354,0.24691358,0.32914573,0.53139013,0.6060606,0.53276354,0.54991233,0.44925472
LSTM,Suture,2,0.7928934,0.69043154,0.77259475,0.8083067,0.74535316,0.84771574,0.68105066,0.68367344,0.8083067,0.74535316,0.7619159,0.75321996
LSTM,Knot,3,0.6920415,0.7169118,0.7389937,0.82461536,0.83154124,0.6920415,0.7169118,0.6509434,0.82769233,0.83154124,0.76082075,0.74382603
LSTM,Needle,3,0.5277778,0.7336683,0.53139013,0.6060606,0.6125356,0.5277778,0.26633167,0.53139013,0.6060606,0.6011396,0.6022865,0.50653994
LSTM,Suture,3,0.7928934,0.69043154,0.77259475,0.71246004,0.74535316,0.5604061,0.69043154,0.77259475,0.71246004,0.74535316,0.7427466,0.6962491
LSTM,Knot,4,0.7543253,0.7169118,0.7735849,0.7723077,0.72401434,0.6920415,0.7169118,0.7798742,0.7723077,0.72401434,0.7482288,0.7370299
LSTM,Needle,4,0.61728394,0.7336683,0.56726456,0.8073593,0.53276354,0.6203704,0.6231156,0.5605381,0.18614718,0.53276354,0.65166795,0.50458694
LSTM,Suture,4,0.7928934,0.69043154,0.77259475,0.71246004,0.74535316,0.7928934,0.69043154,0.77259475,0.71246004,0.74535316,0.7427466,0.7427466
LSTM,Knot,5,0.6920415,0.7169118,0.8207547,0.7723077,0.72401434,0.6920415,0.7169118,0.8238994,0.8646154,0.72401434,0.745206,0.7642965
LSTM,Needle,5,0.25,0.73115575,0.53139013,0.6060606,0.5726496,0.26234567,0.2763819,0.53139013,0.34415585,0.53276354,0.5382512,0.38940743
LSTM,Suture,5,0.7928934,0.69043154,0.771137,0.71246004,0.74535316,0.7928934,0.69043154,0.77259475,0.71246004,0.74535316,0.742455,0.7427466
convAuto,Knot,1,0.0,0.0,0.0,0.0,0.0,0.55709344,0.5735294,0.6698113,0.8646154,0.38709676,0.0,0.6104293
convAuto,Needle,1,0.0,0.0,0.0,0.0,0.0,0.75308645,0.4447236,0.6748879,0.6450216,0.5925926,0.0,0.62206244
convAuto,Suture,1,0.0,0.0,0.0,0.0,0.0,0.7187817,0.60600376,0.4329446,0.50319487,0.5762082,0.0,0.5674266
convAuto,Knot,2,0.0,0.0,0.0,0.0,0.0,0.6989619,0.66544116,0.6666667,0.68923074,0.67741936,0.0,0.679544
convAuto,Needle,2,0.0,0.0,0.0,0.0,0.0,0.3888889,0.90954775,0.7264574,0.4199134,0.67236465,0.0,0.6234344
convAuto,Suture,2,0.0,0.0,0.0,0.0,0.0,0.6730964,0.76360226,0.6472303,0.4201278,0.64869887,0.0,0.63055116
convAuto,Knot,3,0.0,0.0,0.0,0.0,0.0,0.716263,0.4742647,0.6446541,0.82461536,0.75985664,0.0,0.68393075
convAuto,Needle,3,0.0,0.0,0.0,0.0,0.0,0.33333334,0.45728642,0.74215245,0.63852817,0.6381766,0.0,0.56189543
convAuto,Suture,3,0.0,0.0,0.0,0.0,0.0,0.6903553,0.4652908,0.63848394,0.4313099,0.5371747,0.0,0.55252296
convAuto,Knot,4,0.0,0.0,0.0,0.0,0.0,0.64705884,0.81985295,0.6194969,0.79384613,0.83154124,0.0,0.7423592
convAuto,Needle,4,0.0,0.0,0.0,0.0,0.0,0.38580248,0.7788945,0.6053812,0.6731602,0.6581197,0.0,0.62027156
convAuto,Suture,4,0.0,0.0,0.0,0.0,0.0,0.8395939,0.5891182,0.79591835,0.59584665,0.6802974,0.0,0.7001549
convAuto,Knot,5,0.0,0.0,0.0,0.0,0.0,0.78546715,0.60294116,0.6603774,0.8676923,0.7455197,0.0,0.7323995
convAuto,Needle,5,0.0,0.0,0.0,0.0,0.0,0.77160496,0.6482412,0.6883408,0.5064935,0.7150997,0.0,0.665956
convAuto,Suture,5,0.0,0.0,0.0,0.0,0.0,0.80913705,0.53846157,0.7376093,0.6230032,0.8048327,0.0,0.70260876
DFT,Knot,3,0.0,0.0,0.0,0.0,0.0,0.47634068,0.44554454,0.44913152,0.3994778,0.54658383,0.0,0.46341568
DFT,Needle,3,0.0,0.0,0.0,0.0,0.0,0.5092593,0.52261305,0.51793724,0.5974026,0.5669516,0.0,0.54283273
DFT,Suture,3,0.0,0.0,0.0,0.0,0.0,0.48698884,0.46721312,0.5599473,0.48933142,0.2172471,0.0,0.44414556
DCT,Knot,3,0.0,0.0,0.0,0.0,0.0,0.6782007,0.54044116,0.47484276,0.61846155,0.72759855,0.0,0.60790896
DCT,Needle,3,0.0,0.0,0.0,0.0,0.0,0.50617284,0.46733668,0.396861,0.478355,0.5641026,0.0,0.4825656
DCT,Suture,3,0.0,0.0,0.0,0.0,0.0,0.47411168,0.56660414,0.48688048,0.6054313,0.302974,0.0,0.48720032
DCT,Knot,4,0.0,0.0,0.0,0.0,0.0,0.6782007,0.54044116,0.47484276,0.61846155,0.72759855,0.0,0.60790896
DCT,Needle,4,0.0,0.0,0.0,0.0,0.0,0.50617284,0.46733668,0.396861,0.478355,0.5641026,0.0,0.4825656
DCT,Suture,4,0.0,0.0,0.0,0.0,0.0,0.47411168,0.56660414,0.48688048,0.6054313,0.302974,0.0,0.48720032
